Event,Site,Date,Round,White,Black,Result,CurrentPosition,Timezone,ECO,ECOUrl,UTCDate,UTCTime,WhiteElo,BlackElo,TimeControl,Termination,StartTime,EndDate,EndTime,Link,Moves
Live Chess,Chess.com,2014.12.14,-,MagnusCarlsen,CP6033,1-0,8/8/1n6/2K5/1P5k/1B6/8/8 b - -,UTC,A03,https://www.chess.com/openings/Birds-Opening-Dutch-Variation-2.Nf3,2014.12.14,18:13:25,2862,2209,1500+25,MagnusCarlsen won by resignation,18:13:25,2014.12.14,19:31:18,https://www.chess.com/game/live/998801933,f4 d5 Nf3 c6 g3 Nf6 Bg2 g6 O-O Bg7 d3 Na6 Nc3 O-O e4 dxe4 dxe4 Nc7 e5 Nfd5 Ne4 Bf5 Qe2 Ne6 c4 Qb6+ Kh1 Bxe4 Qxe4 Nc5 Qe2 Nb4 Be3 Nba6 a3 Qc7 b4 Ne6 Bh3 Qc8 f5 gxf5 Bxf5 Qc7 Qc2 Bxe5 Rae1 Bf6 Qe4 Kh8 Bxh7 Ng7 Ng5 Bxg5 Bxg5 f6 Be3 Qe5 Qxe5 fxe5 Bc2 Nc7 Rxf8+ Rxf8 Bxa7 b5 cxb5 Nxb5 Bc5 Nxa3 Be4 Ne6 Bxe7 Rf7 Bh4 Nd4 Kg2 Nc4 Bd3 Nf3 Re4 Ncd2 Re3 Nxh4+ gxh4 Rd7 h5 Kg7 Rg3+ Kh6 Be2 Rg7 Rxg7 Kxg7 Kf2 Ne4+ Ke3 Nd6 Bf3 Nf5+ Kd3 Nd4 Be4 Kh6 Bg6 Kg5 Kc4 Nb5 h4+ Kh6 Kc5 Nc3 Bf7 e4 Kd4 Nb5+ Ke3 Nc7 Bc4 Kxh5 Kxe4 Na8 Kd4 Nb6 Kc5 Na4+ Kxc6 Nc3 Kc5 Kxh4 Kd4 Na4 Bb3 Nb6 Kc5
Live Chess - Chess960,Chess.com,2016.06.23,-,MagnusCarlsen,TigranLPetrosyan,1-0,8/3R3B/6k1/5pPp/2P2P2/3K2P1/3R1P1n/3r2r1 b - -,UTC,A00,https://www.chess.com/openings/Undefined,2016.06.23,17:00:58,2890,2608,300+2,MagnusCarlsen won by checkmate,17:00:58,2016.06.23,17:11:32,https://www.chess.com/game/live/1627666620,c4 c5 b3 b6 Nhg3 Nhg6 Ne3 Be5 Bxe5 Nxe5 O-O Nc6 Nef5 d6 d4 e6 d5 exf5 Bxf5 Qc7 dxc6 Bxc6 Qe3+ Qe7 Ne4 Bxe4 Bxe4 Nd7 Rd3 Ne5 Rd2 O-O Rfd1 Rfe8 Bd5 g6 Qf4 Kg7 h4 h6 Qg3 Qf6 e3 h5 Qf4 Qxf4 exf4 Ng4 Bf3 Re6 g3 Nh6 Bg2 f5 Bd5 Re7 a3 a5 b4 axb4 axb4 cxb4 Rb1 Ng4 Rxb4 Re1+ Kg2 Rc1 Rxb6 Re8 Rxd6 Ree1 Rb2 Rg1+ Kh3 Rcf1 Rd7+ Kh6 Bg8 Rh1+ Kg2 Rhg1+ Kf3 Nh2+ Ke2 Re1+ Kd3 Rd1+ Rd2 g5 hxg5+ Kg6 Bh7#
Live Chess,Chess.com,2016.06.23,-,TigranLPetrosyan,MagnusCarlsen,0-1,8/2R2pk1/4p3/4r3/1p4B1/1P5P/2Pr2K1/8 w - -,UTC,A07,https://www.chess.com/openings/Kings-Indian-Attack-2...c6-3.Bg2-Bf5-4.d3,2016.06.23,17:11:34,2605,2979,300+2,MagnusCarlsen won by resignation,17:11:34,2016.06.23,17:20:38,https://www.chess.com/game/live/1627677596,Nf3 d5 g3 c6 Bg2 Bf5 d3 Nd7 Nh4 Bg4 h3 Bh5 O-O e6 Qe1 Be7 Nf3 Ngf6 e4 O-O Nbd2 a5 a4 Nc5 b3 dxe4 dxe4 Bxf3 Bxf3 Qd4 Rb1 Qc3 Bd1 Rad8 e5 Nfe4 Nxe4 Qxe1 Rxe1 Nxe4 Bb2 Nd2 Rc1 Rd5 Be2 Rfd8 Red1 g6 Kg2 Bc5 Bc3 Ba3 Ra1 Bb4 Bxb4 axb4 f4 h5 a5 h4 gxh4 Rd4 h5 gxh5 Bxh5 Rxf4 a6 bxa6 Rxa6 Rf5 Bg4 Rxe5 Rxc6 Rd4 Rc7 Kg7 Rxd2 Rxd2+
Live Chess,Chess.com,2016.06.23,-,MagnusCarlsen,TigranLPetrosyan,1/2-1/2,8/8/8/2N5/6k1/8/7K/8 b - -,UTC,B07,https://www.chess.com/openings/Pirc-Defense-Main-Line-Byrne-Variation-4...c6-5.Qd2-b5-6.Bd3,2016.06.23,17:20:34,2878,2611,300+2,Game drawn by insufficient material,17:20:34,2016.06.23,17:37:03,https://www.chess.com/game/live/1627687344,d4 d6 e4 Nf6 Nc3 g6 Bg5 c6 Qd2 b5 Bd3 Nbd7 Nf3 h6 Bf4 Bg7 O-O Nh5 Be3 Nb6 a4 Nc4 Bxc4 bxc4 Qe2 Ba6 b4 O-O b5 Bb7 Qxc4 d5 Qd3 dxe4 Nxe4 cxb5 axb5 Qc7 Bd2 Nf4 Bxf4 Qxf4 Rfe1 Rfd8 Rad1 Rac8 c4 f5 Nc3 Bxf3 Qxf3 Qxf3 gxf3 Rxc4 Ne2 Kf7 Ra1 Rd7 Red1 Rc2 Kf1 Rb2 Ra5 Rc7 Nf4 Rb7 Ne2 R2xb5 Rxb5 Rxb5 Ra1 a5 Ra4 e6 Nc3 Rb4 Rxa5 Bxd4 Ne2 Bb6 Ra2 Kf6 Kg2 Bc7 h3 Be5 Nc1 Rc4 Nd3 Bd6 Rb2 Rc3 Rd2 Ke7 Rd1 g5 Rd2 h5 Rd1 Kf6 Nb2 Bc7 Nd3 Rc2 Rc1 Rxc1 Nxc1 Ke5 Ne2 Kd5 Nc3+ Kc4 Nb1 Kd3 Na3 Bf4 Kf1 Bb8 Nb5 Kc4 Na3+ Kd3 Ke1 Bd6 Nb5 Be5 Na7 Kc4 Ke2 Kd5 Nb5 Kc5 Na3 Bb2 Nc2 Bd4 Ne1 Kc4 Nd3 Kd5 Nb4+ Kd6 Nd3 e5 Nb4 Bc5 Nd3 Kd5 Ne1 Bb4 Nd3 Ba5 Ke3 Bb6+ Ke2 e4 fxe4+ Kxe4 f3+ Kd4 Ne1 Ba5 Nd3 Bc3 Nf2 Bb4 Nd3 Bd6 Nf2 Bf4 Nd3 Bg3 Nb2 Bd6 Nd3 h4 Nf2 Bg3 Nd3 Bd6 Nf2 Bc7 Nd3 Bg3 Nb2 Bd6 Nd3 g4 fxg4 fxg4 hxg4 h3 Nf2 h2 Kf3 Ke5 Kg2 Kf4 Kxh2 Bc5 Nd3+ Kxg4 Nxc5
Live Chess,Chess.com,2016.06.23,-,TigranLPetrosyan,MagnusCarlsen,0-1,7R/6k1/4p3/6p1/7p/5Pr1/7K/8 w - -,UTC,A00,https://www.chess.com/openings/Kings-Fianchetto-Opening...4.Nf3-Bd6-5.O-O-O-O,2016.06.23,17:37:38,2608,2939,300+2,MagnusCarlsen won by resignation,17:37:38,2016.06.23,17:46:12,https://www.chess.com/game/live/1627705496,g3 d5 Bg2 e5 d3 Nf6 Nf3 Bd6 O-O O-O c3 Re8 Qc2 h6 e4 c6 Re1 Nbd7 a4 a5 Nbd2 Nc5 exd5 cxd5 d4 exd4 Rxe8+ Qxe8 Nxd4 Qe1+ Nf1 Bd7 Nf3 Qe4 Qxe4 dxe4 Nd4 Bxa4 Ne3 Bd7 Nc4 Bc7 Bf4 Bxf4 gxf4 a4 b4 Nd3 Nb6 Rd8 Nxd7 Rxd7 Rxa4 Nxf4 Ra8+ Kh7 Ra5 g6 Rc5 N6d5 Bxe4 Nxc3 Rxc3 Rxd4 Bf3 Rxb4 h4 Kg7 Rc7 Ne6 Rxb7 Rxh4 Bd5 Kf6 Rb6 Rd4 Bxe6 fxe6 Kg2 h5 Rb8 g5 Rh8 h4 f3 Rd2+ Kh3 Rf2 Kg4 Rg2+ Kh3 Rg3+ Kh2 Kg7
Live Chess,Chess.com,2016.06.23,-,MagnusCarlsen,TigranLPetrosyan,1-0,r4r2/2nB1q1k/2p2BRP/1p1pP3/p1nP4/P1P4Q/1P6/R3K3 b Q -,UTC,B06,https://www.chess.com/openings/Modern-Defense-with-1-e4...4.Bc4-Nf6-5.Qe2-O-O,2016.06.23,17:46:31,2980,2606,300+2,MagnusCarlsen won by resignation,17:46:31,2016.06.23,17:54:58,https://www.chess.com/game/live/1627714961,e4 g6 d4 Bg7 Nf3 d6 Bc4 Nf6 Qe2 O-O Bb3 a5 a3 c6 Nc3 Bg4 h3 Bxf3 Qxf3 Nfd7 Be3 b5 h4 a4 Ba2 e6 h5 d5 Qh3 g5 h6 Bf6 e5 Be7 f4 f5 g4 Kh8 Ne2 Na6 c3 Nc7 Bb1 gxf4 Nxf4 Bg5 gxf5 exf5 Bxf5 Nb6 Rg1 Nc4 Ng6+ hxg6 Bxg5 Qe8 Bd7 Qf7 Bf6+ Kh7 Rxg6
Live Chess,Chess.com,2016.06.23,-,TigranLPetrosyan,MagnusCarlsen,1-0,8/8/8/2p5/2P3k1/1p1N4/5K2/8 b - -,UTC,A07,https://www.chess.com/openings/Kings-Indian-Attack-2...c6-3.Bg2-Bf5-4.d3,2016.06.23,17:55:11,2620,2804,300+2,TigranLPetrosyan won by resignation,17:55:11,2016.06.23,18:08:30,https://www.chess.com/game/live/1627724257,Nf3 d5 g3 c6 Bg2 Bf5 d3 Nd7 Nh4 Bg4 O-O e6 h3 Bh5 Qe1 Be7 Nf3 Ngf6 e4 O-O Nbd2 a5 e5 Ne8 a4 Nc7 b3 c5 Bb2 Nb8 Nh2 Nc6 f4 f5 exf6 Bxf6 Bxf6 Qxf6 Ndf3 Rae8 Ne5 Na6 g4 Bg6 g5 Qd8 Nxg6 hxg6 Ng4 Nab4 Rf2 Nd4 Qd1 Qd6 c3 Rxf4 Rxf4 Qxf4 cxb4 axb4 Ra2 Qxg5 Rf2 Rf8 Rxf8+ Kxf8 Kh1 Ke7 a5 Qf4 Qe1 g5 Bxd5 Qc7 Qe3 Kf8 Bg2 Qxa5 Qxg5 Qc7 Ne5 Nxb3 Qf4+ Kg8 Be4 Nd4 Bg6 Nf5 Bf7+ Kh7 Bxe6 Nh6 Bd5 Qd6 Qe4+ g6 Bc4 Nf5 Qxb7+ Ng7 Ng4 Qf4 Qg2 Nf5 Nf6+ Kh6 Ne4 Ne3 Qf2 Qxf2 Nxf2 Nxc4 dxc4 b3 Nd3 Kg5 Kg2 Kh4 Kh2 g5 Kg2 g4 hxg4 Kxg4 Kf2
Live Chess,Chess.com,2016.06.23,-,MagnusCarlsen,TigranLPetrosyan,1-0,2r2nR1/7p/4p2k/3p2N1/1P1P1PP1/8/P4K2/8 b - -,UTC,B06,https://www.chess.com/openings/Modern-Defense-with-1-e4...6.Bb3-O-O-7.O-O-Bg4,2016.06.23,18:08:33,2855,2616,300+2,MagnusCarlsen won by resignation,18:08:33,2016.06.23,18:16:19,https://www.chess.com/game/live/1627738493,e4 g6 d4 Bg7 Nf3 d6 Bc4 Nf6 Qe2 O-O Bb3 c6 O-O Bg4 Nbd2 d5 e5 Nfd7 h3 Bxf3 Nxf3 e6 h4 c5 c3 Nc6 h5 Rc8 g3 cxd4 cxd4 Qb6 Rd1 Qa6 Qxa6 bxa6 h6 Bh8 Ba4 f6 exf6 Bxf6 Bf4 Nb6 Bxc6 Rxc6 Rac1 Rfc8 Rxc6 Rxc6 Be5 Be7 Re1 Nd7 Bg7 Kf7 Re3 a5 Rb3 Rc7 Rb5 Bf6 Rxa5 g5 g4 Kg6 Ra6 Kf7 Kg2 Rb7 b3 Rc7 Kg3 Rb7 Bxf6 Kxf6 Nxg5 Nf8 f4 Rc7 b4 Rc3+ Kf2 Rc4 Rxa7 Kg6 Rf7 Rc8 Rg7+ Kxh6 Rg8
Live Chess,Chess.com,2016.06.23,-,TigranLPetrosyan,MagnusCarlsen,1/2-1/2,8/5k2/8/8/6K1/8/8/8 w - -,UTC,A07,https://www.chess.com/openings/Kings-Indian-Attack-Double-Fianchetto-Variation-3.c4-dxc4-4.Na3,2016.06.23,18:16:09,2621,2814,300+2,Game drawn by insufficient material,18:16:09,2016.06.23,18:31:30,https://www.chess.com/game/live/1627746773,Nf3 d5 g3 g6 c4 dxc4 Na3 Nc6 Nxc4 Bg7 Bg2 e5 O-O Nge7 d3 O-O Bd2 Be6 Rc1 a5 b3 Qd7 Bc3 f6 Qc2 b5 Ncd2 a4 Ne4 axb3 axb3 Bf7 Bd2 Ra3 Nc5 Qd6 Nb7 Qd7 Nc5 Qd6 Be3 Rfa8 Nd2 Ra2 Qd1 Nd5 Nce4 Qd7 Bc5 h6 Nc3 Nxc3 Rxc3 f5 Rc2 R8a6 Qb1 Rxc2 Qxc2 Nd4 Bxd4 exd4 Rc1 Bf8 Bc6 Qe7 Bxb5 Ra7 Nf3 c5 Bc4 Kg7 Bxf7 Qxf7 Nd2 Qe6 Nc4 Be7 Re1 h5 e4 dxe3 Nxe3 h4 Qc3+ Qf6 Qxf6+ Bxf6 Nd5 Ra3 Kg2 Rxb3 Re6 Bd4 Nf4 Bf6 gxh4 Kf7 Rc6 Bxh4 Nxg6 Bf6 Nf4 Be5 Rxc5 Bxf4 Rxf5+ Kg6 Rxf4 Rxd3 Rf3 Rd1 Re3 Ra1 h3 Kg5 Kg3 Rg1+ Kh2 Ra1 Kg2 Kh4 Re4+ Kh5 Kg3 Ra3+ f3 Ra1 Re5+ Kg6 h4 Ra4 f4 Ra1 h5+ Kf6 Rb5 Rc1 Rb6+ Kf5 Rb5+ Kf6 h6 Kg6 Rb6+ Kh7 Kg4 Rg1+ Kf5 Ra1 Kg5 Rg1+ Kf5 Ra1 Re6 Ra2 Kg5 Rg2+ Kf6 Kxh6 Re3 Kh7 f5 Ra2 Kf7 Ra7+ Re7 Ra5 f6 Ra8 Rd7 Kh6 Re7 Kh7 Rc7 Kh6 Rd7 Kh7 Ke6+ Kg6 Rg7+ Kh6 Rg4 Ra6+ Kf7 Ra7+ Ke6 Ra6+ Ke5 Ra5+ Ke6 Ra6+ Kf5 Ra5+ Kf4 Ra4+ Kg3 Rxg4+ Kxg4 Kg6 f7 Kxf7
Live Chess - Chess960,Chess.com,2016.06.23,-,MagnusCarlsen,TigranLPetrosyan,1-0,1R3r2/2P5/8/p7/P5pk/1P6/3K4/8 b - -,UTC,A00,https://www.chess.com/openings/Undefined,2016.06.23,18:33:45,2814,2621,180+2,MagnusCarlsen won by resignation,18:33:45,2016.06.23,18:42:53,https://www.chess.com/game/live/1627765559,g3 g6 Nf3 e5 e4 Ne6 Ne3 d6 Bg2 Nf6 d3 Bg7 O-O O-O a4 a5 Bd2 Bd7 Qa2 b6 h4 Rbe8 Rbe1 Qc8 Qc4 Nc5 b3 Be6 Qc3 d5 exd5 Nxd5 Nxd5 Bxd5 Nxe5 Bxg2 Kxg2 Qb7+ f3 Nd7 d4 c5 Qc4 Bxe5 dxe5 Nxe5 Qc3 f6 Bf4 Qd5 Rd1 Qc6 Rfe1 Re6 Bxe5 Rxe5 Rxe5 fxe5 Rd3 Qe6 Re3 Rf5 g4 Rf7 Rxe5 Qd7 h5 Qc6 h6 Kf8 g5 Qd7 Re4 Kg8 Qe5 Qf5 Qe8+ Rf8 Qe6+ Rf7 f4 Qxe6 Rxe6 Rxf4 Rxb6 Rg4+ Kf3 Rxg5 Rb8+ Kf7 Rh8 Rh5 Rxh7+ Kf6 Rc7 Rxh6 Rxc5 Rh2 Kf4 Rf2+ Ke3 Rg2 c3 Rb2 Rb5 g5 Kf3 Kg6 c4 Kh5 c5 Rc2 Ke4 g4 Kd3 Rc1 Kd2 Rf1 c6+ Kh4 c7 Rf8 Rb8
Live Chess,Chess.com,2016.06.23,-,TigranLPetrosyan,MagnusCarlsen,1-0,3r3k/ppp3p1/1b3Q1p/4N3/3nB3/P2R2P1/1P3P1P/6K1 b - -,UTC,A09,https://www.chess.com/openings/Reti-Opening-Reti-Gambit-Declined-Advance-Variation...4.Bg2-e5-5.O-O-Nf6-6.d3,2016.06.23,18:42:55,2633,2715,180+2,TigranLPetrosyan won by resignation,18:42:55,2016.06.23,18:50:23,https://www.chess.com/game/live/1627775452,Nf3 d5 c4 d4 g3 Nc6 Bg2 e5 O-O Nf6 d3 Bd6 e3 O-O exd4 exd4 Bg5 h6 Bxf6 Qxf6 Nbd2 Bf5 Qb3 Rab8 Nh4 Bh7 Ne4 Qd8 c5 Be7 Nf3 Bxe4 dxe4 Bxc5 e5 Re8 Rfe1 Qd7 Rad1 Bb6 Re4 Rbd8 a3 d3 e6 fxe6 Bh3 Kh8 Bxe6 Qd6 Bf5 Rxe4 Bxe4 Nd4 Qf7 Rf8 Ne5 Rd8 Ng6+ Kh7 Nf8+ Kh8 Ng6+ Kh7 Rxd3 Qf6 Nf8+ Kh8 Ng6+ Kh7 Ne5+ Kh8 Qxf6
Live Chess,Chess.com,2016.06.23,-,MagnusCarlsen,TigranLPetrosyan,1-0,1Rk4r/4pp1p/N1B3p1/3P2P1/4P3/3K2nP/8/4q3 b - -,UTC,B00,https://www.chess.com/openings/Nimzowitsch-Defense-Declined-Williams-Variation...4.Nc3-Bg4-5.d5-Nb8,2016.06.23,18:50:26,2762,2627,180+2,MagnusCarlsen won by checkmate,18:50:26,2016.06.23,18:58:21,https://www.chess.com/game/live/1627783752,e4 Nc6 Nf3 d6 d4 Nf6 Nc3 Bg4 d5 Nb8 h3 Bxf3 Qxf3 Nbd7 g4 g6 Be3 Bg7 O-O-O c5 Qe2 b5 g5 Nh5 Nxb5 Rb8 c3 Qa5 a4 Nb6 Nc7+ Kd8 Qa6 Qxa4 Bb5 Qxa6 Nxa6 Rb7 Bc6 Kc8 b4 Nc4 bxc5 Nxe3 fxe3 Rb3 Rd4 dxc5 Kc2 cxd4 Kxb3 dxe3 Kc2 Be5 Rb1 e2 Kd2 Ng3 Rb7 Bxc3+ Kd3 Be5 Rxa7 Bb8 Ra8 e1=Q Rxb8#
Live Chess,Chess.com,2016.06.23,-,TigranLPetrosyan,MagnusCarlsen,0-1,7k/4n1p1/p5Kp/1p1QB3/1P3P2/6Pq/8/8 w - -,UTC,C68,https://www.chess.com/openings/Ruy-Lopez-Opening-Morphy-Defense-Exchange-Kings-Bishop-Variation,2016.06.23,18:58:18,2622,2797,180+2,MagnusCarlsen won by resignation,18:58:18,2016.06.23,19:08:56,https://www.chess.com/game/live/1627792299,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 O-O Bd6 d3 Ne7 Nbd2 O-O Nc4 Ng6 a4 b6 h3 f6 Nh2 Be6 Ne3 Qd7 Qf3 Bc5 Nhg4 Kh8 Bd2 Bd4 Bc1 b5 g3 Ne7 axb5 cxb5 h4 f5 exf5 Nxf5 Qg2 Nd6 c3 Bxg4 Nxg4 Qxg4 cxd4 Qxd4 Be3 Qxd3 Qc6 Nc4 Bc5 Rg8 b4 Rad8 Kg2 e4 Rfe1 Rge8 Rad1 Qf3+ Kh2 h6 Rxd8 Rxd8 Rxe4 Kh7 Qe6 Rd1 Re1 Rxe1 Qxe1 Qd5 Qe7 Ne5 h5 Nf3+ Kg2 Nd2+ Kh2 Qxh5+ Kg1 Qd1+ Kh2 Qh5+ Kg1 Nf3+ Kg2 Qd5 Qxc7 Ng5+ Kh2 Ne6 Qf7 Qe4 Be3 Qg6 Qb7 Nd8 Qd5 Nf7 f4 Qc2+ Kh3 Qc4 Qf5+ Kg8 Bc5 Qf1+ Kh2 Qe2+ Kh3 Qe8 Qd5 Kh8 Kg2 Nd8 Kh2 Qe2+ Kg1 Ne6 Bd6 Qe3+ Kg2 Nd4 Be5 Qe2+ Kh3 Qf1+ Kh4 Nf5+ Kh5 Qh3+ Kg6 Ne7+
Live Chess,Chess.com,2016.06.23,-,MagnusCarlsen,TigranLPetrosyan,1-0,8/2P4k/2q2b2/5b2/5B2/3BQ3/5PP1/6K1 b - -,UTC,B08,https://www.chess.com/openings/Pirc-Defense-Classical-Schlechter-Variation...6.Be3-c6-7.a4-Nbd7,2016.06.23,19:08:54,2824,2618,180+2,MagnusCarlsen won by resignation,19:08:54,2016.06.23,19:17:13,https://www.chess.com/game/live/1627803640,e4 d6 d4 Nf6 Nc3 c6 Nf3 g6 h3 Bg7 Be3 O-O a4 Nbd7 Qd2 e5 dxe5 dxe5 a5 Qe7 Bd3 Nc5 O-O Nh5 Rfd1 Ne6 Bf1 Nhf4 Kh2 Rd8 Qe1 Nd4 Nxd4 exd4 Bxf4 dxc3 Rxd8+ Qxd8 bxc3 Be6 e5 Qd5 Qe3 Re8 c4 Qd8 Qxa7 Bc8 Re1 g5 Bg3 h5 Kg1 f5 h4 f4 Bh2 Rxe5 Rxe5 Bxe5 hxg5 Qxg5 Qa8 Qd8 a6 bxa6 Qxc6 Bf5 Qxa6 Qc7 Qh6 Qf7 Bxf4 Bg7 Qg5 Bxc2 Be2 Bg6 c5 Bf6 Qg3 h4 Qf3 Kg7 c6 h3 c7 Qe6 Qxh3 Bf5 Qg3+ Kh7 Qe3 Qc6 Bd3
Live Chess,Chess.com,2016.06.23,-,TigranLPetrosyan,MagnusCarlsen,0-1,8/5p2/2p3k1/2Pb4/8/7B/1p3B1K/8 w - -,UTC,A07,https://www.chess.com/openings/Kings-Indian-Attack...8.Nbd2-O-O-9.h3-Bh5,2016.06.23,19:17:13,2614,2846,180+2,MagnusCarlsen won by resignation,19:17:13,2016.06.23,19:26:54,https://www.chess.com/game/live/1627812381,Nf3 d5 g3 Bg4 Bg2 Nd7 O-O c6 d3 e6 Nbd2 Bd6 h3 Bh5 b3 Ngf6 Bb2 O-O a3 Qe7 c4 a5 Qc2 Rfe8 Rfe1 h6 e4 dxe4 Nxe4 Nxe4 Rxe4 Rad8 Qc3 Qf6 d4 Bg6 Ree1 b6 Ne5 Bxe5 dxe5 Qf5 g4 Qg5 b4 h5 Qg3 hxg4 hxg4 axb4 axb4 Nf8 f4 Qe7 f5 exf5 gxf5 Bxf5 e6 Nxe6 Bxg7 Rd3 Qe5 Qg5 Bf6 Qg6 Ra2 Kh7 Rf2 Ng7 Bxg7 Rxe5 Bxe5 Kg8 Ba1 Be6 c5 b5 Be5 Qg4 Ra1 Rd1+ Rxd1 Qxd1+ Rf1 Qd2 Bf6 Bd5 Rf2 Qe1+ Bf1 Kh7 Rh2+ Kg6 Rf2 Qxb4 Be5 Qe4 Rg2+ Kf5 Bg3 b4 Rf2+ Kg6 Bg2 Qd4 Kh2 b3 Bh3 Qxf2+ Bxf2 b2
Live Chess,Chess.com,2016.06.23,-,MagnusCarlsen,TigranLPetrosyan,1-0,5r2/p4rk1/1pp1q1n1/4p1N1/7p/4Q2P/PPP2RP1/5RK1 b - -,UTC,B31,https://www.chess.com/openings/Sicilian-Defense-Nyezhmetdinov-Rossolimo-Fianchetto-Variation...7.Nc3-O-O-8.Be3-b6,2016.06.23,19:26:59,2864,2611,180+2,MagnusCarlsen won by resignation,19:26:59,2016.06.23,19:31:12,https://www.chess.com/game/live/1627822853,e4 c5 Nf3 Nc6 Bb5 g6 Bxc6 dxc6 d3 Bg7 h3 Nf6 Nc3 O-O Be3 b6 Bf4 Nd7 Qd2 e5 Bh6 f6 O-O Rf7 Bxg7 Kxg7 Nh2 Nf8 f4 exf4 Rxf4 g5 Rf2 Ng6 Raf1 Be6 Ne2 Qd6 Qe3 h5 Nf3 h4 d4 cxd4 Nexd4 Raf8 e5 fxe5 Nxe6+ Qxe6 Nxg5
Live Chess,Chess.com,2016.06.23,-,TigranLPetrosyan,MagnusCarlsen,0-1,6k1/4R1P1/2b5/8/5P2/5K1p/6r1/8 w - -,UTC,A07,https://www.chess.com/openings/Kings-Indian-Attack-2...c6-3.Bg2-Bf5-4.d3,2016.06.23,19:31:11,2608,2880,180+2,MagnusCarlsen won by resignation,19:31:11,2016.06.23,19:40:10,https://www.chess.com/game/live/1627827377,Nf3 d5 g3 Bf5 Bg2 c6 d3 h6 O-O Nd7 Nbd2 e5 e4 dxe4 Nxe4 Ngf6 Ned2 Bd6 Nc4 Qc7 Re1 O-O Nxd6 Qxd6 b3 Rfe8 Bb2 Rad8 Nd2 Qc7 h3 Nf8 Qf3 Bc8 Nc4 Ng6 Re2 b5 Nd2 Re6 Rae1 c5 Ne4 Nxe4 Qxe4 Rde8 h4 Qb6 a4 b4 Qe3 Qd6 Bh3 Nf4 Bxe6 Nxe2+ Rxe2 Rxe6 Bxe5 Qd7 Qxc5 f6 Qxb4 fxe5 Qc5 Bb7 Rxe5 Rc6 Re7 Rxc5 Rxd7 Bf3 c4 Re5 Kh2 h5 g4 Bxg4 Rxa7 g5 Kg3 Rf5 hxg5 Rf3+ Kg2 h4 g6 h3+ Kg1 Rxd3 Rh7 Rxb3 c5 Ra3 c6 Rxa4 c7 Rc4 Re7 Bf5 g7 Rc2 Re5 Bd7 Re7 Rxc7 Kh2 Rb7 f4 Rb2+ Kg3 Rg2+ Kf3 Bc6+
Live Chess - Chess960,Chess.com,2016.06.23,-,TigranLPetrosyan,MagnusCarlsen,1-0,8/2B5/1n3K2/pp6/8/kP1R4/8/8 b - -,UTC,A00,https://www.chess.com/openings/Undefined,2016.06.23,19:42:27,2608,2880,60+1,TigranLPetrosyan won by resignation,19:42:27,2016.06.23,19:46:47,https://www.chess.com/game/live/1627839674,g3 d6 Bg2 e6 f4 Bc6 e4 d5 Nf2 dxe4 Nxe4 Ng6 Nbc3 Nd7 Bf2 Qe7 Qe2 O-O-O O-O-O Kb8 d4 Nb6 Bf3 Qe8 Rge1 Bb4 a3 Bxe4 axb4 Bxf3 Qxf3 Ne7 b3 a6 Kb2 Nbd5 Nxd5 Nxd5 c3 Qc6 Qd3 g6 Qc4 Rd6 Qxc6 Rxc6 Rd3 Rd8 Red1 h5 Be1 Ne7 c4 Rcd6 Kc3 Nf5 Bf2 R6d7 h3 Nd6 Re1 c6 g4 Rh8 Bg3 Kc8 Re5 hxg4 hxg4 Rh1 Kc2 Rg1 d5 cxd5 cxd5 Nb5 dxe6 Rg2+ Kc1 Rc7+ Kd1 fxe6 Rxe6 Rd7 Re3 Nc3+ Ke1 Nd5 Re8+ Kc7 f5+ Kc6 Rc8+ Kb5 fxg6 Re7+ Kf1 Nb6 Kxg2 Nxc8 Kh3 Rg7 g5 Kxb4 Kg4 Rxg6 Kh5 Rg8 g6 b5 Kh6 Rh8+ Kg5 Rg8 Kf6 Rf8+ Ke6 Ka3 g7 Rg8 Kf7 Rxg7+ Kxg7 Nb6 Kf6 a5 Bc7
